Cell_Num	X	Y	Genenames	CellGeneCount	ClassName	Prob
273	747.0	761.0	['3110035E14Rik', '6330403K07Rik', 'Aldoc', 'Arpp21', 'Cplx2', 'Enc1', 'Fam19a1', 'Id2', 'Neurod6', 'Nov', 'Nr4a2', 'Nrn1', 'Pde1a', 'Prkca', 'Pvrl3', 'Scg2', 'Snca', 'Synpr']	[2.330367424136209, 0.8977729537755573, 0.596620565007753, 0.01578064262267707, 2.1328639066484287, 0.990240934809955, 0.13474116163043484, 0.9847108579831177, 9.24605437708039, 0.8707010487688283, 0.7551087765934519, 0.0025482750118024, 3.506635238566746, 0.5070976197067346, 0.9232861819064867, 1.2413891642790476, 1.5232463361969661, 0.00704785529077492]	['PC.CA1.2', 'PC.CA1.3', 'PC.Other1', 'PC.Other2']	[0.03793089370719895, 0.9075329350011023, 0.0027072992331651714, 0.05182466877576042]
274	745.0	817.0	['3110035E14Rik', 'Arpp21', 'Cadps2', 'Cplx2', 'Enc1', 'Fam19a1', 'Fos', 'Gad1', 'Kctd12', 'Kit', 'Neurod6', 'Nrsn1', 'Pcp4', 'Pde1a', 'Prkca']	[0.07626455289558369, 0.01894031089609728, 0.9359469942770962, 2.881579361190735, 0.6437107514283897, 0.017525825090512034, 0.017619354517675295, 0.36439135891738783, 0.9824905093500541, 0.950952440898743, 1.9666721284524593, 0.03179309348270014, 1.0386803036084258, 2.712874496698542, 0.9961066505810268]	['PC.CA1.1', 'PC.CA1.2', 'PC.CA1.3', 'PC.Other1', 'PC.Other2', 'Zero']	[0.5054081136427832, 0.31723656423075464, 0.04694295141818949, 0.10698224507528388, 0.01825545426560749, 0.0014188089662390266]
275	745.0	1848.0	['3110035E14Rik', '6330403K07Rik', 'Cnr1', 'Cplx2', 'Cxcl14', 'Enc1', 'Neurod6', 'Pcp4', 'Pde1a', 'Prkca', 'Pvalb', 'Pvrl3', 'Snca']	[0.9319419799731732, 0.0014883302964659448, 0.4283506838372421, 10.130191277963238, 0.06156805250524849, 0.005459145831413956, 3.7190386193814002, 0.04726727854929184, 0.007619399687144434, 0.9969389016544056, 0.0013938568179003214, 0.9171811664973234, 1.6980483264027726]	['Calb2.Vip.Nos1', 'PC.CA1.1', 'PC.CA1.2', 'PC.CA1.3', 'PC.Other1', 'PC.Other2']	[0.0028801010294970475, 0.07056018528315301, 0.2734730799748281, 0.5731439312242115, 0.04999933950188779, 0.02932397276481667]
276	755.0	3015.0	['Calb2', 'Cdh13', 'Cryab', 'Cxcl14', 'Enpp2', 'Id2', 'Kctd12', 'Neurod6', 'Plp1', 'Rgs12', 'Sst']	[0.9942593686936518, 0.04490768157337956, 1.881954558038001, 0.9936094061481806, 0.004675284164273043, 1.947183096763948, 0.001335767658770126, 0.9760167825645949, 3.9821023932086, 0.9959108866255199, 0.9766571695703112]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Endo', 'Eryth.1', 'Eryth.2', 'Microglia.1', 'Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5', 'Vsmc', 'Zero']	[0.004415746704965498, 0.0025209879152062794, 0.004303312074166283, 0.021967263372019378, 0.012981578445996879, 0.008406154623861205, 0.003348997934514624, 0.7297298757584388, 0.002995770751562932, 0.005875111940959825, 0.001083621168198129, 0.003527719186309055, 0.052598573355055016, 0.1412830199792391, 0.0018995775758667678, 0.0012344485670318117]
277	752.0	1246.0	['3110035E14Rik', '6330403K07Rik', 'Arpp21', 'Cort', 'Cplx2', 'Crym', 'Cxcl14', 'Enc1', 'Fam19a1', 'Htr3a', 'Kit', 'Lamp5', 'Neurod6', 'Npy', 'Npy2r', 'Nrn1', 'Pcp4', 'Pde1a', 'Plp1', 'Prkca', 'Rasgrf2', 'Rgs4', 'Slc6a1', 'Snca']	[2.8592211216440475, 0.6064651565007975, 0.010507622339519478, 0.010432417164305671, 7.172302515345939, 0.026378162968576358, 0.01662674847954251, 2.3162973956322874, 2.2633665541807826, 1.0259691486432252, 0.26034332872561833, 0.016015986017445846, 5.439024126067175, 0.9490880050340621, 0.004425011513461825, 2.964718942189882, 10.67534962762313, 4.291754209256004, 0.9780724741789338, 4.369968488304339, 0.0021170097070552112, 0.754790293432661, 0.9103081655465204, 2.1744572888961344]	['PC.Other1', 'PC.Other2']	[0.09641131873667182, 0.9035886806122985]
278	753.0	1554.0	['3110035E14Rik', 'Aldoc', 'Cck', 'Cplx2', 'Cryab', 'Crym', 'Enc1', 'Fam19a1', 'Htr3a', 'Id2', 'Neurod6', 'Pde1a', 'Prkca', 'Pvrl3', 'Reln', 'Rgs4', 'Slc6a1', 'Zcchc12']	[0.003783178455096692, 3.939373005765745, 0.022441306675067902, 0.3509441846651424, 0.11364594079753483, 2.1203873100137343, 0.041909526902063385, 0.024420837257319875, 0.0010246694400570342, 4.967618686297067, 1.036951075853333, 0.6191810094155137, 1.4472824238493207, 0.9875394776462117, 1.9794210714898797, 0.014476365710517273, 0.08430759104570282, 0.9835876551898804]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5']	[0.011082778795350714, 0.08350556578608637, 0.7724140419842473, 0.12105151666573764, 0.011885130291370992]
279	753.0	1612.0	['3110035E14Rik', 'Arpp21', 'Calb2', 'Cck', 'Cdh13', 'Cnr1', 'Cplx2', 'Crym', 'Cxcl14', 'Enc1', 'Id2', 'Kctd12', 'Kit', 'Neurod6', 'Nr4a2', 'Nrn1', 'Pcp4', 'Pde1a', 'Prkca', 'Rasgrf2', 'Rgs4', 'Satb1', 'Slc6a1', 'Snca']	[0.004869370853014693, 4.085361517434045, 0.012381822872312601, 0.9808627500609457, 0.0017121245650392083, 0.0020898605682304655, 5.555163472953145, 1.7299204966674397, 0.0011407525572391904, 0.03145489221556779, 0.9690435576456821, 0.007889428249821669, 0.9939125342096345, 4.767992780810128, 0.015387447841818279, 0.7807191609676991, 1.8216373292461518, 3.278659694362849, 3.6147262312662707, 0.0017650384780382538, 0.002569807293681618, 0.9438956797826595, 0.003097739006405506, 0.0013224782710532042]	['PC.CA1.2', 'PC.CA1.3', 'PC.Other1', 'PC.Other2']	[0.0015118167509657286, 0.008586004488770093, 0.20778945458123016, 0.7821098084263614]
280	743.0	1328.0	['3110035E14Rik', '6330403K07Rik', 'Arpp21', 'Bcl11b', 'Cck', 'Cnr1', 'Cplx2', 'Crym', 'Enc1', 'Fam19a1', 'Gda', 'Htr3a', 'Kit', 'Neurod6', 'Npy', 'Nrn1', 'Pcp4', 'Pde1a', 'Prkca', 'Rgs4', 'Rorb', 'Snca', 'Zcchc12']	[1.7865795461257294, 0.144127937212487, 0.46183534570435963, 0.006784381146293402, 2.08076028621662, 0.8917752099930004, 5.80263835842924, 0.0034777268544443195, 2.1249759925084173, 0.11480357611269974, 0.44833403133054905, 0.051134946746233964, 0.005552717802565039, 8.15527490782968, 0.7460830106633202, 2.0060597610492374, 5.033911927123316, 0.7855625042869232, 6.762757769562595, 0.41283503957961465, 0.9181217529154774, 0.9911780237925829, 0.04409113240687072]	['PC.CA1.3', 'PC.Other1', 'PC.Other2']	[0.001695361711511023, 0.030210796848135386, 0.9680919314369741]
281	743.0	1595.0	['3110035E14Rik', 'Arpp21', 'Calb2', 'Cck', 'Cnr1', 'Cplx2', 'Crym', 'Cxcl14', 'Enc1', 'Htr3a', 'Id2', 'Kctd12', 'Kit', 'Neurod6', 'Nrn1', 'Pcp4', 'Pde1a', 'Prkca', 'Rgs4', 'Slc6a1', 'Snca']	[1.9872747732680607, 0.016667873609219244, 0.8640196673440088, 0.8410557133155508, 0.9610803793262023, 4.5520593265311176, 0.8779954859229041, 0.001657688702577749, 5.8150352977398665, 0.005281887779088213, 0.9950671367734409, 0.0019376347707414142, 0.34864995890092987, 7.272858268350045, 0.04150673617882849, 0.7928579887827972, 0.8965554590851734, 3.4233820000672934, 0.1249216650342719, 0.9920275082387312, 1.2668590393674501]	['PC.CA1.3', 'PC.Other1', 'PC.Other2']	[0.33226710427446277, 0.004628201944772511, 0.6622030793672045]
282	746.0	782.0	['3110035E14Rik', 'Aldoc', 'Arpp21', 'Cdh13', 'Cnr1', 'Cplx2', 'Crym', 'Enc1', 'Fam19a1', 'Fos', 'Kctd12', 'Kit', 'Neurod6', 'Nrn1', 'Nrsn1', 'Pcp4', 'Pde1a', 'Prkca', 'Pvrl3', 'Rasgrf2', 'Satb1', 'Scg2', 'Snca', 'Synpr']	[0.0014310396111093231, 0.004852796425420003, 0.017114194277086117, 0.027899577339985313, 0.007385480827675003, 4.061188762749575, 0.0022098046295162144, 0.12562239581801687, 0.4663214647776497, 0.002718532982731415, 0.0021038830192336173, 0.014373738900611223, 6.540410583467745, 0.05382106615263628, 0.49273207845529365, 0.848958778459605, 0.02488594742606684, 0.03492670147185916, 0.019674784876617866, 0.002544355630725612, 0.11885093746703042, 0.18318092727585694, 1.8636832697443155, 0.0035370649310172988]	['PC.CA1.1', 'PC.CA1.2', 'PC.CA1.3', 'PC.Other1', 'PC.Other2']	[0.004067783541068343, 0.08651930745948397, 0.7761505630090083, 0.03722211070271497, 0.09602492917532536]
283	749.0	1528.0	['3110035E14Rik', '6330403K07Rik', 'Aldoc', 'Arpp21', 'Cck', 'Cplx2', 'Crym', 'Enc1', 'Fam19a1', 'Gad1', 'Gda', 'Id2', 'Neurod6', 'Npy', 'Npy2r', 'Nrn1', 'Pcp4', 'Pde1a', 'Prkca', 'Pvalb', 'Reln', 'Rgs4', 'Satb1', 'Slc6a1']	[0.6237978253727517, 0.010258802142480863, 0.004759698404817272, 0.007908892568972817, 0.9845951304972779, 5.942585353357196, 2.0916960541598786, 0.3676429272819262, 2.0913020107345126, 0.9130209314969426, 0.00218103645260043, 0.018892529873484002, 2.0737601795233624, 1.0124512259665135, 0.2727300043796007, 0.11720307002210978, 6.486412702073821, 1.1022004845021283, 0.49498244038949135, 0.0359076658256378, 0.0030120642292068606, 0.9164906317704802, 0.9949499932077163, 0.895914866531631]	['Ntng1.Chrm2', 'PC.Other1', 'PC.Other2']	[0.004188904473005174, 0.3957980130360884, 0.5999919083844272]
284	759.0	967.0	['3110035E14Rik', '6330403K07Rik', 'Arpp21', 'Cck', 'Cnr1', 'Cplx2', 'Cpne5', 'Enc1', 'Fam19a1', 'Neurod6', 'Npy', 'Nrn1', 'Nrsn1', 'Pcp4', 'Pde1a', 'Plp1', 'Prkca', 'Rgs4', 'Snca', 'Sulf2', 'Zcchc12']	[2.0399703761505306, 0.00920910067595257, 1.993543990216706, 0.9971580584554369, 0.59515636301263, 1.9498223695863923, 0.002216347528763189, 2.847820363827081, 2.028714734151011, 7.289508012575141, 0.9732305483429988, 0.12485111074241347, 1.0357018301818586, 0.9995093316134882, 0.999638360115928, 0.002576947965617097, 6.154076236788257, 0.015276657869278095, 1.9957812164550743, 0.0050377440299007, 0.0030392722627094523]	['PC.CA1.2', 'PC.CA1.3', 'PC.Other1', 'PC.Other2']	[0.009684663273518846, 0.9616263408086593, 0.0035902704420513625, 0.025095364785036316]
285	768.0	1684.0	['3110035E14Rik', 'Aldoc', 'Arpp21', 'Bcl11b', 'Cadps2', 'Cnr1', 'Cplx2', 'Crym', 'Enc1', 'Gad1', 'Gda', 'Kit', 'Neurod6', 'Pcp4', 'Pde1a', 'Plcxd2', 'Prkca', 'Pthlh', 'Pvalb', 'Reln', 'Rgs4', 'Scg2', 'Serpini1', 'Slc6a1', 'Snca', 'Tac1']	[3.9697293015086834, 0.013743816705548443, 0.9889019040140222, 0.0014852705207007958, 0.9690812095544534, 0.9980596425457365, 2.543016657452709, 2.9472974525342748, 1.038283877534957, 0.044826505493772, 0.9987400840348135, 0.0030638736665280874, 12.05020296473576, 3.125213383580758, 0.9972364862662751, 0.8652500440270299, 4.344641111008005, 0.0010690377887540017, 0.009939513903814668, 0.9616167398743946, 2.956089633276142, 0.24327573210053258, 0.004623357412232234, 0.5180852218889355, 0.028586263523134155, 0.9911281664187268]	['PC.CA1.2', 'PC.CA1.3', 'PC.Other1', 'PC.Other2']	[0.0011439040890512055, 0.02368629658563453, 0.007391570356960401, 0.9677782047193297]
286	764.0	2403.0	['3110035E14Rik', 'Aldoc', 'Cdh13', 'Chrm2', 'Cnr1', 'Col25a1', 'Crhbp', 'Cux2', 'Gad1', 'Nrsn1', 'Plcxd2', 'Prkca', 'Pvalb', 'Serpini1', 'Slc6a1']	[0.08564823171100527, 0.6858413136354319, 0.4607620605107567, 0.9822351733457803, 0.8615127307234423, 1.0953310834715086, 1.9976652575602907, 0.12893305110076872, 4.813311634147976, 0.8569425363342221, 0.9924671866416098, 0.18780693149978053, 15.526415809733885, 1.795537872352082, 0.9471754323527843]	['Pvalb.Tac1.Akr1c18', 'Pvalb.Tac1.Syt2']	[0.9382547173455104, 0.061470306062325356]
287	762.0	805.0	['3110035E14Rik', 'Arpp21', 'Cadps2', 'Cdh13', 'Cnr1', 'Cplx2', 'Cxcl14', 'Enc1', 'Fos', 'Gad1', 'Kctd12', 'Kit', 'Neurod6', 'Nrn1', 'Nrsn1', 'Pcp4', 'Pde1a', 'Plp1', 'Prkca', 'Rasgrf2', 'Rgs4', 'Satb1', 'Snca']	[1.7042092170969494, 0.9611445769038106, 0.05670340373515745, 0.01650407463095077, 0.9305045424207621, 5.256851863096244, 0.0027880446984247043, 1.1123039417311233, 0.9739563123445277, 0.22919965865449482, 0.004919179931247966, 0.021901063512210894, 0.9224606309544272, 0.03679820505969841, 0.9731838404485954, 0.09721837858840322, 0.009683494475908551, 0.0014973719468295396, 1.5030136405676973, 0.021058461527366918, 0.06157111746032645, 0.6106735194034536, 0.06084085975498608]	['Calb2.Cntnap5a.Vip', 'Calb2.Vip.Gpd1', 'Calb2.Vip.Nos1', 'Ntng1.Rgs10', 'Ntng1.Synpr', 'PC.CA1.1', 'PC.CA1.2', 'PC.CA1.3', 'PC.Other1', 'PC.Other2']	[0.001298433125738827, 0.002343398401483606, 0.011758197157994898, 0.00785729181613045, 0.013045179610336933, 0.009730498944762083, 0.06763795962822246, 0.2392499577378283, 0.21717612120704832, 0.4222306034738529]
288	761.0	2671.0	['Aldoc', 'Cryab']	[0.7418207701946989, 0.017396522916855395]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Endo', 'Eryth.1', 'Eryth.2', 'Microglia.1', 'Microglia.2', 'Vsmc', 'Zero']	[0.007274684948278198, 0.007814623685066037, 0.0030968448292268153, 0.003734442314978883, 0.009360403007116979, 0.005028658735197228, 0.006586589041108846, 0.0011596001186087008, 0.008120679524423767, 0.009396353936838632, 0.007658134138218005, 0.927418416870619]
289	771.0	1006.0	['3110035E14Rik', 'Arpp21', 'Cplx2', 'Cryab', 'Crym', 'Enc1', 'Enpp2', 'Htr3a', 'Neurod6', 'Npy', 'Nrn1', 'Nrsn1', 'Pcp4', 'Pde1a', 'Plp1', 'Prkca', 'Pvrl3', 'Rorb', 'Scg2', 'Snca', 'Sulf2']	[0.04434413336446816, 2.047308179933452, 0.9439901953070909, 0.9839794316891074, 0.08578965161727183, 1.2867031571168912, 0.9941374711189637, 0.9659149037323433, 10.058703078652162, 0.262376333964931, 0.006711963053700738, 0.01653078080352084, 0.014668794046558985, 0.003003954700115699, 16.033327035327627, 3.5918594893937987, 0.9464488750997689, 0.0035812051771958284, 0.001098769335616256, 1.6951133991310714, 0.9953747994153399]	['PC.CA1.3', 'PC.Other2']	[0.9967291640894304, 0.002505032413941075]
290	775.0	1383.0	['3110035E14Rik', '6330403K07Rik', 'Arpp21', 'Bcl11b', 'Cnr1', 'Cplx2', 'Crym', 'Enc1', 'Htr3a', 'Kit', 'Neurod6', 'Npy', 'Npy2r', 'Nrsn1', 'Pcp4', 'Pde1a', 'Prkca', 'Pvrl3', 'Rgs4', 'Sema3c', 'Slc6a1', 'Snca', 'Sst']	[1.5707509331956582, 1.622738613825188, 0.9908101721206861, 1.0237522389086062, 0.9907118465366097, 5.199719447918889, 1.065378435470788, 1.482682773779781, 0.0017739031439707835, 1.6504604539569294, 5.907529737682389, 0.03694088871819195, 0.015131635186332563, 1.3861310751074318, 5.2656311407400604, 5.157007171811123, 8.306515138557538, 0.9930424208362005, 2.9954116354563265, 0.9636720148640511, 0.8679462900977368, 1.320683087668447, 0.005307702285451]	['PC.Other1', 'PC.Other2']	[0.04236215398379512, 0.9576335311796725]
291	773.0	1831.0	['3110035E14Rik', '6330403K07Rik', 'Arpp21', 'Cck', 'Cplx2', 'Crym', 'Kit', 'Neurod6', 'Npy', 'Nrn1', 'Nrsn1', 'Pcp4', 'Pde1a', 'Plp1', 'Prkca', 'Pvalb', 'Pvrl3', 'Rasgrf2', 'Rgs4', 'Snca']	[1.1393393262654692, 0.045834258875577814, 0.001858140444679736, 0.8544945417060535, 6.3387358474844, 2.090132723905729, 0.980970114824539, 5.446328324967508, 0.44509541490576054, 0.09027600727643648, 1.4544108634522293, 10.386601897299364, 4.852018175063875, 0.04413536535124511, 0.32558657326687834, 0.03685321616729264, 0.833039730256642, 0.0011175339046292747, 1.083085876893375, 0.006792816637851789]	['PC.Other1', 'PC.Other2']	[0.7840209538860614, 0.21597901478347403]
292	773.0	1638.0	['3110035E14Rik', 'Arpp21', 'Cadps2', 'Cdh13', 'Cplx2', 'Crym', 'Enc1', 'Kctd12', 'Kit', 'Neurod6', 'Nr4a2', 'Nrn1', 'Pcp4', 'Pde1a', 'Plp1', 'Prkca', 'Pthlh', 'Pvrl3', 'Rasgrf2', 'Rgs4', 'Satb1', 'Sema3c', 'Snca', 'Sulf2', 'Zcchc12']	[0.20268812762100435, 1.2282547996508837, 0.9975113746397136, 0.970084617061403, 0.6556115694630325, 0.12634859531258522, 0.007846573982239795, 0.9867485646707027, 2.9390798500999775, 8.255505110570589, 0.17462699510924845, 1.9570163881823732, 1.857498299960198, 2.498801084615987, 0.9927799219703209, 1.4902686318776743, 0.007589562564266432, 0.9925990030813892, 0.9853560947581024, 5.888218097970389, 0.04335437091767289, 0.9890655706541707, 0.998416483738033, 0.9921740886753673, 0.010679570540130716]	['PC.CA1.2', 'PC.CA1.3', 'PC.Other1', 'PC.Other2']	[0.0036426488393162585, 0.01194548639038611, 0.015083912153763507, 0.9693276453231854]
293	776.0	1190.0	['3110035E14Rik', '6330403K07Rik', 'Cck', 'Cort', 'Cplx2', 'Cryab', 'Crym', 'Enc1', 'Fam19a1', 'Fos', 'Htr3a', 'Neurod6', 'Pcp4', 'Pde1a', 'Plp1', 'Prkca', 'Reln', 'Snca', 'Sst']	[0.7967911213214174, 0.07641626713353923, 0.9988233698832212, 0.04388592740753776, 6.308171529041064, 0.11471679138283468, 2.350792538798587, 1.1498097513172445, 0.006390454459959946, 0.02275876908601606, 2.001166566914798, 5.5901649078642555, 1.8665601003705075, 1.9865475323021131, 0.011258606464301877, 0.061847109771740835, 0.009523607684267169, 2.2062558072709524, 0.002321476028802465]	['PC.CA1.2', 'PC.CA1.3', 'PC.Other1', 'PC.Other2']	[0.06106567068216406, 0.09937041738277885, 0.2592717413523186, 0.5795414403765616]
294	765.0	2383.0	['6330403K07Rik', 'Chrm2', 'Col25a1', 'Cux2', 'Gad1', 'Plcxd2', 'Prkca', 'Pvalb', 'Slc6a1']	[0.00606683616524373, 0.012590287859466752, 0.845310177327871, 0.862496675683737, 0.014231268362567934, 0.0039492025990541454, 0.800829052963746, 0.43866650733684376, 0.005803042237692068]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Calb2.Cntnap5a.Igfbp6', 'Calb2.Cntnap5a.Rspo3', 'Calb2.Cntnap5a.Vip', 'Calb2.Vip.Gpd1', 'Calb2.Vip.Igfbp4', 'Endo', 'Eryth.1', 'Eryth.2', 'Microglia.1', 'Microglia.2', 'PC.CA1.1', 'Pvalb.Tac1.Nr4a2', 'Vip.Crh.C1ql1', 'Vsmc', 'Zero']	[0.00283642206860516, 0.0026918840660143644, 0.0016848537250685706, 0.0015297726630215506, 0.004484274881027848, 0.0011825925220791485, 0.001247281009520914, 0.0010169441048905365, 0.0016107736650565812, 0.0012772032977550931, 0.006904546011082879, 0.0077522088970169555, 0.0014503483657636012, 0.010946616816169479, 0.01238313560450925, 0.0018501771636570679, 0.00101383843309386, 0.0013325650243319915, 0.00861715972374188, 0.9250035133166155]
295	777.0	2820.0	['3110035E14Rik', 'Aldoc', 'Enc1', 'Enpp2', 'Id2', 'Npy', 'Nrsn1', 'Penk', 'Plp1', 'Rasgrf2']	[2.98289199949086, 0.022203905938782274, 0.049121430698497344, 0.0017872460452924574, 1.0535388664330485, 0.9925540039951753, 0.9590539514581456, 0.9780055643995208, 0.0012314159551146244, 0.0330666736036708]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Calb2.Cntnap5a.Igfbp6', 'Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'PC.CA1.1', 'PC.CA1.2', 'Vsmc', 'Zero']	[0.0034839123005142012, 0.003493039516420789, 0.001992272505419701, 0.0012620435711460103, 0.002920659152035068, 0.0016978558115924647, 0.009735395279566282, 0.00491581342398276, 0.021005624511610407, 0.013237748400600227, 0.005001759335846094, 0.0025776979559233165, 0.010256144214729434, 0.9135914616519797]
296	772.0	1586.0	['3110035E14Rik', 'Arpp21', 'Cplx2', 'Cryab', 'Crym', 'Cxcl14', 'Enc1', 'Fam19a1', 'Htr3a', 'Kctd12', 'Neurod6', 'Npy2r', 'Nr4a2', 'Nrn1', 'Pde1a', 'Prkca', 'Pvrl3', 'Rgs4', 'Snca', 'Zcchc12']	[2.00285201095744, 1.4228507945872693, 1.6450335509730045, 0.8563136204867275, 1.1146682881012833, 0.99119807463218, 0.6897644181758876, 1.0090281308884579, 0.9822539243324558, 0.9827572419654351, 4.649672768006026, 0.7978147599624876, 0.10399483101335, 0.986926781244996, 1.1374006828821583, 5.5298594596992405, 0.002186572187785359, 1.9694271979498756, 0.995612515848646, 0.002304202090905972]	['PC.CA1.2', 'PC.CA1.3', 'PC.Other1', 'PC.Other2']	[0.07183990314321256, 0.8835693968124635, 0.004673317123759632, 0.039876927530049046]
297	769.0	2720.0	['3110035E14Rik', 'Aldoc', 'Cplx2']	[0.9196727989425777, 0.007545606352322591, 0.29218104736922046]	['Astro.1', 'Astro.2', 'Astro.5', 'Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'PC.CA1.1', 'Vsmc', 'Zero']	[0.0023276425019439807, 0.0018878085482119894, 0.0026262700087916605, 0.005722302159124999, 0.007553858888548285, 0.008456940180639949, 0.00984859922966658, 0.001740492803161515, 0.008537879343185078, 0.9438995677515921]
298	774.0	681.0	['3110035E14Rik', 'Aldoc', 'Arpp21', 'Cplx2', 'Crym', 'Enc1', 'Neurod6', 'Nrn1', 'Pde1a', 'Plp1', 'Prkca', 'Rgs4', 'Slc6a1']	[0.7792338817292942, 0.12419275859315089, 1.0718538492157865, 0.38881312568873383, 0.0067828869402491564, 0.3386661162029601, 1.0509970802145547, 0.4703107265291071, 0.36261784023856924, 0.13627675343776044, 0.008387833500381562, 0.2712750673202789, 0.0014973581360525048]	['Astro.1', 'Astro.2', 'Astro.4', 'Astro.5', 'Endo', 'Eryth.1', 'Eryth.2', 'Microglia.1', 'Microglia.2', 'PC.CA1.1', 'PC.CA1.2', 'PC.CA1.3', 'Vsmc', 'Zero']	[0.0024827780848337, 0.001888772434254869, 0.0010839655250245745, 0.002623087114215714, 0.008183301223463056, 0.008376252996157893, 0.0014890223946061889, 0.008303288337728075, 0.009757174667031165, 0.02405681509410225, 0.012305155442610176, 0.0013743229351987744, 0.011272887326394627, 0.9024594627763829]
299	780.0	1541.0	['3110035E14Rik', 'Cnr1', 'Cplx2', 'Crym', 'Enc1', 'Fam19a1', 'Fos', 'Htr3a', 'Id2', 'Neurod6', 'Nov', 'Npy', 'Nrn1', 'Pcp4', 'Pde1a', 'Plcxd2', 'Prkca', 'Rgs4']	[7.20818555721137, 0.9418500482041178, 0.06505226857251839, 2.9364718721681107, 0.9935920971590001, 1.6743213298074409, 0.993775066803493, 0.06567692326254915, 0.0011753611298631825, 2.1849114531101694, 0.6135279496909695, 0.5646096936592633, 0.28534595045122524, 5.973471517926311, 1.8932730127391444, 0.7718883463269747, 1.1518943003104836, 0.9562488611721348]	['PC.Other1', 'PC.Other2']	[0.061147047678470616, 0.9388404900145922]
300	778.0	918.0	['3110035E14Rik', '6330403K07Rik', 'Arpp21', 'Cck', 'Cnr1', 'Cplx2', 'Crym', 'Enc1', 'Fam19a1', 'Neurod6', 'Npy2r', 'Nr4a2', 'Nrn1', 'Pcp4', 'Pde1a', 'Prkca', 'Pvrl3', 'Rgs4', 'Serpini1', 'Snca', 'Yjefn3']	[2.996956135624827, 0.4939177864155369, 0.02503460788035308, 0.8361574858953764, 0.004976216775188323, 8.167199747340982, 0.013144995896753754, 0.3768443828698366, 3.0608833825693, 11.498194555553505, 1.0025923246469268, 0.0199121644198974, 0.13925730714583304, 0.0015519887354186056, 1.9340543066212545, 3.7484160392887755, 0.04645473698572839, 0.4725055659277028, 0.9321144238609022, 1.8177454487821214, 0.012825936284861901]	['PC.CA1.3', 'PC.Other2']	[0.9882541717392443, 0.011627182142678131]
301	787.0	3106.0	['Gad1', 'Pcp4', 'Pde1a', 'Penk', 'Plp1', 'Scg2']	[2.0327426516014917, 0.04108585374003651, 0.012213150083150015, 0.9934586625338291, 0.9054825531699677, 0.9874778566256042]	['Astro.1', 'Astro.5', 'Calb2.Cntnap5a.Igfbp6', 'Calb2.Cntnap5a.Rspo3', 'Calb2.Cntnap5a.Vip', 'Calb2.Vip.Gpd1', 'Calb2.Vip.Igfbp4', 'Calb2.Vip.Nos1', 'Endo', 'Eryth.1', 'Eryth.2', 'Microglia.1', 'Microglia.2', 'Pvalb.Tac1.Nr4a2', 'Sst.Erbb4.Th', 'Vip.Crh.C1ql1', 'Vsmc', 'Zero']	[0.0016883118177227407, 0.0026904471839829082, 0.016825828947408313, 0.0038445508788252027, 0.007147827737889178, 0.00803624216419449, 0.00776502456810648, 0.0029317572721938396, 0.008035910192935003, 0.017666684105930745, 0.0024095271551364743, 0.013079487655874295, 0.014904518086017386, 0.003449728913122904, 0.001415762308695765, 0.005522365275018213, 0.015857769127749024, 0.8630593847748553]
